"cell","arm","estimate","truth","n_run","n_used","bias","bias_mcse","rel_bias","rmse","coverage","coverage_mcse","width","delta","top_factor","R","cv_control","disp"
"p1","censored","NSEC",1.3,24,24,0.147728254233442,0.0869392548920478,11.3637118641109,0.442343328248661,1,0,1.65358291005556,4,2,2.3,0.096,"none"
"p1","deleted","NSEC",1.3,23,23,0.0542333335744962,0.0613694840035483,4.17179489034586,0.292912876025554,1,0,1.56199683441302,4,2,2.3,0.096,"none"
"p1","floored","NSEC",1.3,26,26,-0.20602029859256,0.0584521026530605,-15.8477152763508,0.357575965420309,0.923076923076923,0.0522589400374429,1.5814769284874,4,2,2.3,0.096,"none"
"p1","gamma","NSEC",1.3,25,25,0.266774022250686,0.182290591344291,20.5210786346682,0.932032730955005,0.92,0.0542586398650021,3.92724503663754,4,2,2.3,0.096,"none"
"p1","measured","NSEC",1.3,23,23,0.241253069254811,0.103028795038022,18.5579284042162,0.540121801798981,0.91304347826087,0.0587533847558414,1.66069346135058,4,2,2.3,0.096,"none"
"p2","beta","NSEC",1.3,24,24,-0.351348693482509,0.0560961747091954,-27.0268225755776,0.442517641685584,0.791666666666667,0.0828981693493981,1.39386932339319,4,2,3.3,0.0669719164461943,"none"
"p2","censored","NSEC",1.3,24,24,0.11791114214599,0.0503264108851982,9.07008785738383,0.26861912253532,1,0,1.39371290127554,4,2,3.3,0.0669719164461943,"none"
"p2","deleted","NSEC",1.3,25,25,0.0366667168242925,0.0483974317096388,2.82051667879173,0.239916488863964,1,0,1.34370943423995,4,2,3.3,0.0669719164461943,"none"
"p2","floored","NSEC",1.3,25,25,-0.420252981587475,0.0381371752102677,-32.3271524298058,0.459912195669576,0.8,0.08,1.34784027266953,4,2,3.3,0.0669719164461943,"none"
"p2","gamma","NSEC",1.3,25,25,-0.31342014388039,0.0843265168874426,-24.1092418369531,0.518551117440547,0.8,0.08,2.76341836134625,4,2,3.3,0.0669719164461943,"none"
"p2","measured","NSEC",1.3,23,23,0.142584909207035,0.0610372202392764,10.9680699390027,0.319831808820531,0.91304347826087,0.0587533847558414,1.28312437299837,4,2,3.3,0.0669719164461943,"none"
"p3","beta","NSEC",1.3,26,26,-0.522662138671862,0.042599735057144,-40.2047798978356,0.564397153496115,0.5,0.098058067569092,1.16171576437048,4,2,17,0.0282221160540261,"none"
"p3","censored","NSEC",1.3,24,24,0.0805054243475256,0.0262920870908043,6.19272494980966,0.149600874836865,1,0,0.851883077916436,4,2,17,0.0282221160540261,"none"
"p3","deleted","NSEC",1.3,22,22,-0.00286520057693229,0.0362711519602075,-0.220400044379407,0.166239992568804,0.954545454545455,0.0444094736781088,0.969992201711645,4,2,17,0.0282221160540261,"none"
"p3","floored","NSEC",1.3,25,25,-0.593845602471517,0.016635974390264,-45.6804309593474,0.59941199106181,0.04,0.0391918358845308,0.695429593129252,4,2,17,0.0282221160540261,"none"
"p3","gamma","NSEC",1.3,24,24,-0.759253787878412,0.0822145707825565,-58.4041375291086,0.855528336371038,0.208333333333333,0.0828981693493981,0.892890148472187,4,2,17,0.0282221160540261,"none"
"p3","measured","NSEC",1.3,22,22,0.0960761126473362,0.0294635608609198,7.39047020364124,0.165712851680644,0.681818181818182,0.099302601989239,0.387062892459057,4,2,17,0.0282221160540261,"none"
"p4","beta","NSEC",1.3,25,25,-0.555345008484878,0.0307806317435306,-42.7188468065291,0.575453571908116,0.4,0.0979795897113271,1.04965465515924,4,2,73,0.0186365299331132,"none"
"p4","censored","NSEC",1.3,23,23,0.0378717304456735,0.0132908065303291,2.91321003428258,0.072941550627443,1,0,0.521450414943044,4,2,73,0.0186365299331132,"none"
"p4","deleted","NSEC",1.3,22,22,0.0304629127427167,0.0157873813914139,2.34330098020898,0.0784987814423102,1,0,0.631506755684382,4,2,73,0.0186365299331132,"none"
"p4","floored","NSEC",1.3,25,25,-0.67914629961644,0.00627925795504008,-52.2420230474184,0.679842624593284,0,0,0.520440356072931,4,2,73,0.0186365299331132,"none"
"p4","gamma","NSEC",1.3,23,23,-0.922609509025665,0.059231397230051,-70.9699622327435,0.963531105536665,0.0434782608695652,0.0425225779932022,0.511021277692346,4,2,73,0.0186365299331132,"none"
"p4","measured","NSEC",1.3,22,22,0.0574419688666576,0.00971097983137391,4.4186129897429,0.0726632334972126,0.818181818181818,0.0822303667030264,0.271231843214354,4,2,73,0.0186365299331132,"none"
